isin	wkn	ticker	valor	name	inception_date	age_in_days	age_in_years	strategy	domicile_country	currency	hedged	securities_lending	dividends	ter	replication	size	is_sustainable	number_of_holdings	yesterday	last_week	last_month	last_three_months	last_six_months	last_year	last_three_years	last_five_years	2023	2022	2021	2020	last_dividends	last_year_dividends	last_year_volatility	last_three_years_volatility	last_five_years_volatility	last_year_return_per_risk	last_three_years_return_per_risk	last_five_years_return_per_risk	max_drawdown	last_year_max_drawdown	last_three_years_max_drawdown	last_five_years_max_drawdown
IE00BWBXM724	A14QB3	ZPDI	28805623	SPDR S&P US Industrials Select Sector UCITS ETF	2015-07-07	3375	9.246575342465754	Long-only	Ireland	USD	False	True	Accumulating	0.15	Full replication	268	False	78	19.56	1.18	3.45	9.3	5.41	29.4	48.76	88.38	13.52	0.0	30.73	1.34			13.66	17.78	23.33	2.15	0.8	0.58	-41.7	-6.8	-14.07	-41.7
IE00BGDPWV87	A2N8RP	AYEP	44630941	iShares Asia Property Yield UCITS ETF USD (Acc)	2018-12-12	2121	5.810958904109589	Long-only	Ireland	USD	False	True	Accumulating	0.59	Full replication	268	False	128	3.48	0.68	1.59	12.91	2.76	7.47	-5.51	-14.23	-5.48	-7.13	13.13	-16.54			14.32	12.8	16.44	0.52	-0.15	-0.18	-39.33	-8.99	-22.68	-39.33
IE00BLCHJ534	A2QPB5	94VE	113640284	Global X U.S. Infrastructure Development UCITS ETF USD Accumulating	2021-11-02	1065	2.9178082191780823	Long-only	Ireland	USD	False	False	Accumulating	0.47	Full replication	268	False	99	17.84	0.35	3.22	8.26	-0.21	28.94			26.42	-0.65					18.34			1.57			-18.52	-9.75		
DE000A0H0728	A0H072	EXXY	2736544	iShares Diversified Commodity Swap UCITS ETF (DE)	2007-08-07	6266	17.167123287671235	Long-only	Germany	EUR	False	False	Accumulating	0.46	Swap based Unfunded	267	False		6.25	2.18	6.07	-1.71	2.1	-3.14	14.93	38.66	-11.97	21.44	39.23	-14.29			11.64	16.89	16.19	-0.27	0.28	0.42	-65.74	-13.19	-28.34	-28.34
IE00BF3N7102	A2DUCX	IBC2	37406112	iShares USD High Yield Corporate Bond UCITS ETF EUR Hedged (Dist)	2018-03-05	2403	6.583561643835616	Long-only	Ireland	EUR	True	True	Distributing	0.55	Sampling	267	False	1226	6.29	0.49	2.49	5.37	5.24	12.74	1.48	9.51	7.81	-11.75	3.52	2.65	5.97	6.32	7.88	10.61	10.22	1.61	0.05	0.18	-22.13	-2.48	-15.52	-22.13
LU0322252924	DBX1AG	XFVT	3614093	Xtrackers FTSE Vietnam Swap UCITS ETF 1C	2008-01-15	6105	16.726027397260275	Long-only	Luxembourg	USD	False	False	Accumulating	0.85	Swap based Unfunded	266	False		-1.94	1.34	1.46	-0.04	-10.1	-7.82	-35.21	-17.35	3.68	-42.35	43.14	6.91			19.61	22.85	23.2	-0.4	-0.59	-0.16	-78.04	-18.39	-48.94	-48.94
LU1974695790	A2PGQ8	EMIG	47205248	UBS ETF (LU) J.P. Morgan USD EM IG ESG Diversified Bond UCITS ETF (USD) A-acc	2019-08-02	1888	5.1726027397260275	Long-only	Luxembourg	USD	False	False	Accumulating	0.4	Sampling	266	True	771	6.0	1.25	2.01	3.13	3.48	8.65	-1.53	-0.73	2.86	-12.11	6.18	-0.5			6.57	8.48	8.46	1.31	-0.06	-0.02	-15.34	-2.23	-14.29	-15.34
IE00BKY58G26	A2PXVH	H4Z2	55430554	HSBC Asia Pacific ex Japan Sustainable Equity UCITS ETF USD	2020-08-20	1504	4.120547945205479	Long-only	Ireland	USD	False	False	Accumulating	0.25	Full replication	266	True	654	20.57	4.93	8.29	7.73	15.85	23.62	13.86		1.47	-10.79	8.03				14.91	15.57		1.58	0.28		-24.92	-11.64	-21.16	
LU0875160326	DBX0NK	RQFI	23119106	Xtrackers Harvest CSI 300 UCITS ETF 1D	2014-01-08	3920	10.73972602739726	Long-only	Luxembourg	USD	False	False	Distributing	0.65	Full replication	266	False	285	19.13	19.66	21.26	16.93	16.26	9.26	-16.53	11.7	-15.24	-22.62	6.5	25.53	1.42	1.53	17.41	18.79	20.05	0.53	-0.31	0.11	-51.66	-15.96	-41.24	-44.88
IE00BN4Q0602	A2QNQQ	AW16	59786682	UBS ETF (IE) MSCI USA Climate Paris Aligned UCITS ETF (USD) A-acc	2021-03-09	1303	3.56986301369863	Long-only	Ireland	USD	False	False	Accumulating	0.09	Full replication	266	True	255	19.2	-0.38	1.15	2.1	7.27	29.13	34.89		24.56	-18.82					14.27	20.04		2.03	0.52		-21.63	-9.07	-21.63	
IE00BKWQ0Q14	A1191Q	SPYE	24770548	SPDR MSCI Europe UCITS ETF	2014-12-05	3589	9.832876712328767	Long-only	Ireland	EUR	False	True	Accumulating	0.25	Full replication	265	False	415	11.81	0.69	-0.43	2.01	3.95	18.94	27.02	52.34	15.97	-9.4	25.29	-3.32			10.09	14.02	17.22	1.87	0.59	0.51	-35.24	-7.05	-19.39	-35.24
LU0292103222	DBX1SH	DXSE	3067394	Xtrackers MSCI Europe Health Care ESG Screened UCITS ETF 1C	2007-06-26	6308	17.28219178082192	Long-only	Luxembourg	EUR	False	False	Accumulating	0.17	Full replication	264	True	33	15.76	-0.53	-7.17	-1.29	5.36	16.17	32.21	61.53	10.05	-5.71	25.25	-1.43			12.88	14.31	15.94	1.25	0.68	0.63	-34.62	-8.94	-18.81	-24.73
IE00BMW42298	A2QBZ7	ESIC	56748151	iShares MSCI Europe Consumer Discretionary Sector UCITS ETF EUR (Acc)	2020-11-17	1415	3.8767123287671232	Long-only	Ireland	EUR	False	False	Accumulating	0.18	Full replication	264	False	50	3.97	2.99	-0.3	-0.46	-7.37	9.73	7.74		16.05	-16.62	21.95				16.43	21.97		0.59	0.11		-30.04	-14.97	-30.04	
IE00BCHWNV48	A1W3GA	XUIN	59296073	Xtrackers MSCI USA Industrials UCITS ETF 1D	2021-01-21	1350	3.6986301369863015	Long-only	Ireland	USD	False	True	Distributing	0.12	Full replication	264	False	96	19.82	1.07	3.23	9.31	5.56	30.67	50.5		16.4	-1.64			1.1	1.42	13.75	18.04		2.22	0.81		-15.29	-6.8	-15.29	
IE00B27YCP72	A0NA47	IUSE	3616834	iShares MSCI Emerging Markets Islamic UCITS ETF	2007-12-07	6144	16.832876712328765	Long-only	Ireland	USD	False	False	Distributing	0.35	Full replication	263	False	307	11.39	0.54	-0.11	-3.26	3.22	17.8	4.45	37.43	9.77	-17.91	12.08	11.03	2.33	2.68	16.48	14.67	16.93	1.08	0.1	0.39	-59.01	-14.61	-21.86	-31.94
DE000ETFL466	ETFL46	ELFA		Deka EURO STOXX 50 ESG Filtered UCITS ETF	2015-05-04	3439	9.421917808219177	Long-only	Germany	EUR	False	False	Distributing	0.15	Full replication	262	True	50	15.21	0.69	0.13	1.85	2.07	24.82	37.67	65.55	23.69	-10.96	26.32	-3.77	2.58	3.13	13.09	17.75	20.48	1.89	0.63	0.52	-38.13	-8.71	-23.37	-38.13
IE0008ZGI5C1	A3C2DX	FLPE	115673510	FlexShares Listed Private Equity UCITS ETF	2021-12-09	1028	2.8164383561643835	Long-only	Ireland	USD	False	False	Accumulating	0.4	Full replication	262	True		24.63	1.06	6.15	11.31	11.74	41.5			37.28	-25.33					17.6			2.35			-28.69	-11.02		
IE00B2QWDY88	A0Q1YX	IUS4	4218299	iShares MSCI Japan Small Cap UCITS ETF (Dist)	2008-05-09	5990	16.410958904109588	Long-only	Ireland	USD	False	True	Distributing	0.58	Optimized sampling	262	False	862	10.11	1.56	2.32	8.75	3.5	13.32	7.25	18.84	9.08	-7.21	5.38	-2.01	1.68	1.87	20.44	17.93	18.53	0.65	0.13	0.19	-31.14	-14.74	-18.35	-31.14
IE00B910VR50	A1KBQ3	ZPRE	20380007	SPDR MSCI EMU UCITS ETF	2013-01-25	4268	11.693150684931506	Long-only	Ireland	EUR	False	True	Accumulating	0.18	Full replication	261	False	221	11.24	0.67	0.36	1.69	0.71	19.82	23.57	50.34	19.11	-12.08	22.51	-0.87			11.66	16.42	19.17	1.69	0.44	0.44	-37.9	-9.4	-24.42	-37.9
IE00BZ0PKV06	A14YPB	IBC0	29337985	iShares Edge MSCI Europe Multifactor UCITS ETF	2015-09-04	3316	9.084931506849315	Long-only	Ireland	EUR	False	True	Accumulating	0.45	Optimized sampling	261	False	163	15.87	-0.52	-0.92	2.01	4.78	24.39	26.51	58.29	19.88	-16.59	28.0	-0.76			10.04	14.04	17.21	2.42	0.58	0.56	-37.06	-7.37	-24.55	-37.06
IE00BZBW4Z27	A2AEY8	UINC	32229262	First Trust US Equity Income UCITS ETF Dist	2016-04-14	3093	8.473972602739726	Long-only	Ireland	USD	False	False	Distributing	0.55	Full replication	260	False	145	8.82	-0.35	-13.66	3.65	0.82	17.54	32.12	69.49	12.05	-1.2	43.06	-7.26	2.3	2.64	34.68	26.02	30.28	0.5	0.37	0.37	-44.01	-16.15	-19.65	-44.01
IE000589MF42	A3EEYW	IITA	126710050	iShares Italy Government Bond UCITS ETF EUR (Acc)	2023-05-24	497	1.3616438356164384	Long-only	Ireland	EUR	False	True	Accumulating	0.2	Sampling	260	False	92	4.5	0.91	2.01	5.09	3.72	12.53									5.46			2.29			-4.47	-2.41		
IE000Z8BHG02	A3DHNN	ACLT	122122977	AXA IM ACT Climate Equity UCITS ETF USD Acc	2022-09-26	737	2.0191780821917806	Long-only, Active	Ireland	USD	False	False	Accumulating	0.7	Full replication	260	True		12.2	0.6	1.97	1.74	2.05	18.43			14.77						12.18			1.51			-10.81	-9.88		
LU1407890620	LYX0Z9	DJAD	42764649	Amundi US Treasury Bond Long Dated UCITS ETF Dist	2010-11-10	5075	13.904109589041095	Long-only	Luxembourg	USD	False	False	Distributing	0.06	Full replication	259	False	84	2.58	0.47	2.57	6.83	5.81	10.82	-19.74	-21.24	-0.57	-24.91	3.21	7.66	2.8	3.02	15.42	18.17	17.94	0.7	-0.39	-0.26	-44.38	-8.47	-36.93	-44.38
IE00BP3QZD73	A12ATH	IS3T	25546006	iShares Edge MSCI World Size Factor UCITS ETF	2014-10-03	3652	10.005479452054795	Long-only	Ireland	USD	False	True	Accumulating	0.3	Optimized sampling	258	False	814	10.21	0.83	1.86	6.84	3.52	17.69	12.12	39.52	11.69	-13.24	22.25	1.27			11.46	14.01	16.67	1.54	0.28	0.41	-37.18	-7.43	-17.67	-37.18
IE00BDQZ5152	A2DKPP	SXRF	35398835	iShares USD Intermediate Credit Bond UCITS ETF	2017-04-25	2717	7.443835616438356	Long-only	Ireland	USD	False	True	Distributing	0.15	Sampling	257	False	4486	5.32	0.45	1.6	1.79	2.72	6.78	6.49	6.97	3.36	-3.45	6.53	-2.42	3.76	3.87	7.11	9.02	8.27	0.95	0.23	0.16	-13.09	-2.46	-11.07	-11.07
LU1291109616	A2AE6P	GSDE	31698012	BNP Paribas Easy Energy & Metals Enhanced Roll UCITS ETF EUR	2016-04-25	3082	8.443835616438356	Long-only	Luxembourg	EUR	False	False	Accumulating	0.4	Swap based Unfunded	257	False		10.31	1.72	5.02	-2.0	5.25	-0.84	20.39	46.85	-13.54	22.5	37.63	-9.88			14.08	18.17	16.78	-0.06	0.35	0.48	-30.0	-12.98	-30.0	-30.0
LU0292107991	DBX1MA	XMAS	3067298	Xtrackers MSCI EM Asia ESG Screened Swap UCITS ETF 1C	2007-06-21	6313	17.295890410958904	Long-only	Luxembourg	USD	False	False	Accumulating	0.65	Swap based Unfunded	257	True		19.93	4.23	7.43	5.13	13.46	22.42	4.88	33.4	3.09	-16.9	2.21	16.47			15.36	17.0	18.25	1.46	0.09	0.32	-61.42	-11.95	-28.32	-33.98
DE000A0H08J9	A0H08J	EXH4	12980675	iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE)	2002-07-08	8122	22.252054794520546	Long-only	Germany	EUR	False	False	Distributing	0.46	Full replication	257	False	108	15.58	0.89	1.4	4.28	3.62	30.22	25.36	74.87	23.7	-19.19	27.21	5.79	1.54	1.98	14.57	19.11	21.91	2.07	0.41	0.54	-59.81	-9.89	-31.09	-41.89
IE000P2WSBY0	A406FY	GBEG	133703860	Invesco Global Corporate Bond ESG UCITS ETF GBP PfHdg Dist	2024-04-09	176	0.4821917808219178	Long-only	Ireland	GBP	True	True	Distributing	0.2	Optimized sampling	256	True	3349		0.16	3.35	7.72																	-2.44			
LU0952581584	DBX0N3	XJSE	22770748	Xtrackers Japan Government Bond UCITS ETF 1C	2013-11-15	3974	10.887671232876713	Long-only	Luxembourg	JPY	False	True	Accumulating	0.15	Sampling	255	False	273	-4.22	0.89	1.93	11.36	0.76	-2.1	-26.95	-34.33	-9.69	-14.37	-3.34	-4.81			11.55	11.44	10.14	-0.18	-0.87	-0.79	-45.78	-16.05	-36.27	-43.24
IE000KCS7J59	A3DN5N	H4Z3		HSBC MSCI Emerging Markets UCITS ETF USD (Acc)	2022-06-28	827	2.265753424657534	Long-only	Ireland	USD	False	True	Accumulating	0.15	Full replication	255	False	1286	14.78	3.08	5.75	4.06	9.42	18.35			5.49						13.27			1.38			-15.37	-10.65		
LU0292095535	DBX1D3	DXSA	3067379	Xtrackers Euro Stoxx Quality Dividend UCITS ETF 1D	2007-06-01	6333	17.350684931506848	Long-only	Luxembourg	EUR	False	True	Distributing	0.3	Full replication	255	False	49	11.28	-0.09	0.14	3.19	2.15	15.77	22.85	34.8	18.33	-10.17	19.28	-9.31	5.0	5.5	11.17	14.46	17.58	1.41	0.49	0.35	-71.38	-8.87	-23.09	-36.79
DE000ETFL235	ETFL23	EL4X	10116816	Deka DAXplus Maximum Dividend UCITS ETF	2009-04-03	5661	15.509589041095891	Long-only	Germany	EUR	False	False	Distributing	0.3	Full replication	253	False	25	-0.1	0.73	0.29	-1.31	-5.9	6.24	-1.17	12.8	26.53	-20.03	9.01	-2.96	7.46	7.39	12.17	17.36	21.02	0.51	-0.02	0.12	-53.07	-12.8	-31.92	-43.1
IE00BMD8KM66	A2QL1K	BBM3	59295905	JPMorgan BetaBuilders US Treasury Bond 0-3 Months UCITS ETF USD (Acc)	2021-02-17	1323	3.6246575342465754	Long-only	Ireland	USD	False	False	Accumulating	0.07	Sampling	253	False	27	3.22	0.09	0.0	-2.23	-0.31	0.29	15.38		1.35	7.69					5.82	7.93		0.05	0.62		-12.13	-4.62	-12.13	
IE00B6R51Z18	A1JKQL	IS0D	13936008	iShares Oil & Gas Exploration & Production UCITS ETF	2011-09-16	4765	13.054794520547945	Long-only	Ireland	USD	False	True	Accumulating	0.55	Full replication	253	False	68	1.95	0.21	-2.8	-7.6	-9.97	-6.8	55.34	83.5	-2.2	47.35	83.43	-38.64			20.03	29.12	37.07	-0.34	0.54	0.35	-79.46	-19.53	-30.16	-65.99
IE00B58HMN42	A1C79Q	CCEUAS	11925970	UBS ETF (IE) CMCI Composite SF UCITS ETF (hedged to EUR) A-acc	2011-02-08	4985	13.657534246575343	Long-only	Ireland	EUR	True	False	Accumulating	0.34	Swap based	252	False		4.9	2.36	3.34	-1.36	0.32	0.04	17.11	55.34	-4.46	13.23	32.56	-0.96			12.1	16.63	16.5	0.0	0.32	0.56	-64.82	-12.03	-19.98	-30.38
LU1681046691	A2H58G	DE5A	38785057	Amundi Government Bond Highest Rated Euro Investment Grade UCITS ETF EUR (C)	2010-09-28	5118	14.021917808219179	Long-only	Luxembourg	EUR	False	True	Accumulating	0.14	Sampling	251	False	191	1.24	0.78	1.76	4.85	2.5	8.31	-13.51	-16.1	6.2	-19.31	-3.86	3.83			5.6	7.49	6.46	1.48	-0.63	-0.53	-24.81	-4.45	-22.35	-24.81
IE00BKWQ0M75	A1191W	SPYS	24770423	SPDR MSCI Europe Small Cap UCITS ETF	2014-12-05	3589	9.832876712328767	Long-only	Ireland	EUR	False	True	Accumulating	0.3	Optimized sampling	251	False	878	10.83	2.45	2.3	4.91	7.03	23.04	-0.57	41.22	12.86	-22.11	23.72	4.37			13.35	17.05	18.98	1.72	-0.01	0.38	-41.39	-7.63	-32.49	-41.39
IE000F0DNOJ1	A40EWR	WDESGC	135747047	UBS ETF (IE) MSCI World ESG Leaders UCITS ETF (hedged to CHF) A-acc	2024-08-26	37	0.10136986301369863	Long-only	Ireland	CHF	True	False	Accumulating	0.18	Full replication	251	True	710		2.41	1.78																		-3.74			
IE00BSPLC298	A12HU7	ZPRX	26898376	SPDR MSCI Europe Small Cap Value Weighted UCITS ETF	2015-02-18	3514	9.627397260273973	Long-only	Ireland	EUR	False	True	Accumulating	0.3	Optimized sampling	250	False	852	7.5	0.9	0.54	3.1	4.29	17.58	11.02	49.04	16.21	-14.27	28.28	-3.49			13.93	17.06	20.27	1.26	0.21	0.41	-44.14	-8.85	-27.75	-44.14
IE00BFY0GV36	A2QQ0Z	USCE	111886559	SPDR Bloomberg SASB U.S. Corporate ESG UCITS ETF EUR Hedged (Acc)	2021-06-11	1209	3.3123287671232875	Long-only	Ireland	EUR	True	False	Accumulating	0.2	Sampling	249	True	2781	4.12	0.37	1.46	4.97	5.09	12.52	-10.87		5.35	-18.4					9.4	11.46		1.33	-0.33		-24.06	-4.66	-23.64	
LU1048314949	A110QP	UEF7	24019996	UBS ETF (LU) Bloomberg US Liquid Corporates 1-5 Year UCITS ETF (USD) A-dis	2014-12-01	3593	9.843835616438357	Long-only	Luxembourg	USD	False	False	Distributing	0.16	Sampling	249	False	215	5.3	0.63	1.44	1.19	2.39	5.39	9.09	8.32	2.65	-0.63	7.3	-3.86	4.92	4.94	6.41	8.34	7.7	0.84	0.35	0.21	-15.78	-2.51	-11.48	-11.48
DE000ETFL227	ETFL22	EL4W		Deka Deutsche Boerse EUROGOV Germany Money Market UCITS ETF	2009-03-16	5679	15.558904109589042	Long-only	Germany	EUR	False	False	Distributing	0.12	Full replication	249	False	6	2.64	0.11	0.36	1.02	1.84	3.64	3.75	2.06	2.28	-0.97	-0.86	-0.82	2.03	2.06	0.3	0.34	0.28	12.19	3.67	1.44	-6.69	-0.11	-1.43	-3.05
IE00B8GF1M35	A1J3PB	SPYJ	19440157	SPDR Dow Jones Global Real Estate UCITS ETF	2012-10-23	4362	11.95068493150685	Long-only	Ireland	USD	False	True	Distributing	0.4	Optimized sampling	249	False	230	9.22	-0.55	1.39	11.36	8.53	21.07	4.25	4.49	6.53	-20.87	40.84	-18.44	1.93	2.29	15.2	17.29	20.72	1.38	0.08	0.04	-43.14	-7.24	-29.96	-43.14
FR0007075494	787716	L8IF	1472964	Amundi DJ Global Titans 50 UCITS ETF Dist	2002-09-17	8051	22.057534246575344	Long-only	France	EUR	False	False	Distributing	0.4	Swap based Unfunded	248	False		24.62	0.55	0.75	-1.44	7.69	32.19	46.43	109.32	31.99	-20.52	34.0	11.93	0.59	0.77	14.9	17.72	20.15	2.15	0.76	0.79	-50.63	-12.8	-22.83	-29.81
IE00BNGFMX61	A2QD43	FJPR	57549128	Fidelity Sustainable Research Enhanced Japan Equity UCITS ETF Acc	2020-12-01	1401	3.8383561643835615	Long-only, Active	Ireland	JPY	False	False	Accumulating	0.25	Full replication	247	True	140	12.37	0.56	-0.92	1.71	-0.92	15.27	15.77		13.84	-9.7	11.0				22.37	18.7		0.68	0.27		-19.1	-17.72	-18.93	
LU1900068161	LYX014	LASI	46001023	Amundi MSCI AC Asia Ex Japan UCITS ETF Acc	2008-10-03	5843	16.008219178082193	Long-only	Luxembourg	EUR	False	False	Accumulating	0.5	Swap based Unfunded	246	False		18.89	3.95	6.93	5.3	13.7	21.12	4.65	30.94	1.92	-14.78	1.91	13.8			15.38	17.13	17.98	1.37	0.09	0.31	-33.64	-10.66	-27.0	-32.24
LU1852211561	A2JQXA	MDBC	42819041	UBS ETF (LU) Sustainable Development Bank Bonds UCITS ETF (hedged to CHF) A-acc	2019-04-30	1982	5.4301369863013695	Long-only	Luxembourg	CHF	True	False	Accumulating	0.18	Sampling	246	True	104	0.39	1.09	0.2	4.95	6.37	7.5	4.09	4.95	5.96	-5.81	1.91	3.53			9.46	10.96	9.13	0.79	0.12	0.11	-10.4	-8.66	-10.31	-10.4
LU1681037864	A2H58W	TTPX	38785017	Amundi Japan Topix UCITS ETF Daily Hedged EUR (C)	2012-10-16	4369	11.96986301369863	Long-only	Luxembourg	EUR	True	False	Accumulating	0.48	Swap based Unfunded	246	False		16.28	0.95	-1.04	-4.79	-1.71	19.58	46.64	83.51	31.38	-3.85	10.62	5.41			23.9	18.69	18.47	0.82	0.73	0.7	-34.99	-24.38	-24.38	-29.56
IE00BYTRR970	A2AGZ2	SS43	30782210	SPDR MSCI World Financials UCITS ETF	2016-04-29	3078	8.432876712328767	Long-only	Ireland	USD	False	True	Accumulating	0.3	Full replication	246	False	232	19.8	-0.27	-0.24	5.35	6.21	30.08	35.5	69.29	12.18	-4.58	38.55	-11.04			11.55	15.66	21.61	2.6	0.68	0.51	-42.65	-8.89	-16.59	-42.65
IE00BYVTMS52	A2DT9V	EQEU	37407902	Invesco Nasdaq-100 UCITS ETF EUR Hedged	2017-10-17	2542	6.964383561643835	Long-only	Ireland	EUR	True	True	Accumulating	0.35	Full replication	245	False	101	15.97	-1.47	0.71	-0.75	7.07	32.01	23.95	133.63	50.12	-35.61	26.75	45.69			18.15	25.25	26.52	1.76	0.29	0.7	-38.41	-13.44	-38.41	-38.41
IE000SBHVL31	A3DHNP	ABIT	121396634	AXA IM ACT Biodiversity Equity UCITS ETF USD Acc	2022-08-31	763	2.0904109589041098	Long-only, Active	Ireland	USD	False	False	Accumulating	0.7	Full replication	244	True		13.47	0.59	1.02	2.77	1.54	21.97			9.86						11.54			1.9			-10.27	-8.45		
LU0925589839	DBX0K7	XYP1	22074532	Xtrackers Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1C	2013-08-14	4067	11.142465753424657	Long-only	Luxembourg	EUR	False	True	Accumulating	0.15	Sampling	244	False	39	2.95	0.21	0.97	2.48	2.87	5.57	1.47	1.35	3.8	-4.69	-0.74	0.59			1.31	1.96	1.72	4.23	0.25	0.16	-5.77	-0.52	-5.39	-5.77
LU2023679090	LYX0ZJ	ELCR	52665509	Amundi MSCI Future Mobility ESG Screened UCITS ETF Acc	2020-03-10	1667	4.567123287671233	Long-only	Luxembourg	USD	False	False	Accumulating	0.45	Full replication	244	True	87	11.58	0.0	5.35	4.36	7.65	5.79	-5.24		9.28	-31.83	41.82				23.11	27.08		0.25	-0.07		-38.59	-18.92	-38.59	
IE00BKY4W127	A2QSKH	PCOM	115184075	WisdomTree Broad Commodities UCITS ETF	2021-11-29	1038	2.8438356164383563	Long-only	Ireland	USD	False	False	Accumulating	0.19	Swap based Unfunded	243	False		6.99	2.09	6.43	-1.35	2.4	-2.29			-11.53	22.35					12.26			-0.19			-27.53	-13.12		
LU0192223062	A0ERY9	IM2A	1854594	BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF QD	2004-07-08	7391	20.24931506849315	Long-only	Luxembourg	EUR	False	False	Distributing	0.41	Full replication	243	False	39	10.68	1.1	6.55	15.0	15.42	32.15	-13.62	-14.04	15.2	-32.56	6.39	-10.62	3.55	4.51	20.51	24.09	24.06	1.56	-0.2	-0.12	-70.89	-13.12	-43.56	-47.8
IE00BYZ28V50	A2H5EV	2B7H	38599806	iShares Global Government Bond UCITS ETF (Acc)	2017-10-19	2540	6.958904109589041	Long-only	Ireland	USD	False	True	Accumulating	0.2	Sampling	241	False	864	1.67	0.0	1.43	4.16	1.91	4.93	-10.13	-13.06	0.72	-13.15	1.05	0.0			7.69	9.61	8.58	0.64	-0.36	-0.32	-21.76	-4.49	-17.9	-21.76
IE000L5NW549	A3CUJS	CBUH	112589719	iShares MSCI World Momentum Factor ESG UCITS ETF USD (Acc)	2021-10-27	1071	2.9342465753424656	Long-only	Ireland	USD	False	False	Accumulating	0.3	Full replication	240	True	153	25.18	0.19	0.78	-0.58	3.4	35.34			13.15	-16.67					16.26			2.17			-22.62	-14.61		
IE000H1H16W5	A3CUJR	CBUI	112589729	iShares MSCI World Value Factor ESG UCITS ETF USD (Acc)	2021-10-29	1069	2.9287671232876713	Long-only	Ireland	USD	False	False	Accumulating	0.3	Full replication	240	True	253	10.84	0.0	0.55	2.22	2.03	18.71			15.81	-5.7					11.15			1.67			-12.92	-8.83		
DE000A0H08H3	A0H08H	EXH3	12980579	iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE)	2002-07-08	8122	22.252054794520546	Long-only	Germany	EUR	False	False	Distributing	0.46	Full replication	240	False	28	-0.78	1.88	0.19	3.47	0.05	0.93	-5.22	-4.18	-1.48	-13.61	22.57	-6.13	1.91	1.89	11.34	13.55	15.56	0.08	-0.13	-0.05	-40.02	-7.19	-20.45	-27.57
IE00BJSFQW37	A2PGVV	36B7	47416702	iShares Global Corporate Bond UCITS ETF EUR Hedged (Dist)	2019-04-26	1986	5.441095890410959	Long-only	Ireland	EUR	True	True	Distributing	0.25	Sampling	238	False	13378	4.61	0.23	2.16	5.55	4.56	11.55	-7.58	-3.06	6.09	-16.24	-1.91	6.31	3.77	4.05	8.53	10.29	8.84	1.35	-0.25	-0.07	-21.61	-3.2	-21.07	-21.61
IE000W8HP9L8	A3ERF1	ASRY	129381522	BNP Paribas Easy MSCI World ESG Filtered Min TE UCITS ETF EUR Acc	2023-10-06	362	0.9917808219178083	Long-only	Ireland	EUR	False	False	Accumulating	0.15	Full replication	238	True	944	16.72	0.15	0.6	2.6	5.1																-7.91			
IE00BF51K249	A2DX8S	PSFE	38445058	Invesco Euro Corporate Bond UCITS ETF Dist	2017-11-14	2514	6.887671232876713	Long-only	Ireland	EUR	False	True	Distributing	0.1	Sampling	238	False	1888	4.09	0.43	1.65	3.84	3.46	9.83	-4.03	-2.41	7.74	-13.7	-1.14	2.6	3.46	3.67	3.37	4.71	4.33	2.91	-0.29	-0.11	-17.47	-1.57	-16.63	-17.47
IE00BJP26F04	A2PW6S	UEED	51611444	iShares GBP Ultrashort Bond ESG UCITS ETF (Dist)	2020-03-16	1661	4.550684931506849	Long-only	Ireland	GBP	False	False	Distributing	0.09	Sampling	238	True	137	8.69	0.16	1.66	3.38	5.4	9.92	13.76		7.16	-4.21	7.26		5.04	5.27	5.21	6.17		1.9	0.71		-8.47	-3.77	-8.47	
DE000A0H08R2	A0H08R	EXV2	12980951	iShares STOXX Europe 600 Telecommunications UCITS ETF (DE)	2001-04-25	8561	23.454794520547946	Long-only	Germany	EUR	False	False	Distributing	0.47	Full replication	237	False	19	19.97	-0.64	2.44	10.71	17.14	23.39	12.56	10.07	8.11	-14.59	14.83	-12.72	2.81	3.35	10.06	13.13	16.88	2.32	0.31	0.11	-61.73	-6.22	-21.14	-34.55
IE00BWBXMB69	A14QB6	ZPDU	28805656	SPDR S&P US Utilities Select Sector UCITS ETF	2015-07-07	3375	9.246575342465754	Long-only	Ireland	USD	False	True	Accumulating	0.15	Full replication	236	False	31	30.95	2.83	7.73	17.53	23.06	36.01	44.54	42.06	-10.86	7.22	26.7	-8.47			17.58	19.81	23.96	2.04	0.66	0.3	-35.97	-9.2	-29.34	-35.97
DE000ETFL557	ETFL55	D6RS		Deka MSCI EMU Climate Change ESG UCITS ETF	2020-06-26	1559	4.271232876712329	Long-only	Germany	EUR	False	False	Distributing	0.2	Full replication	236	True	198	15.45	0.85	1.28	4.29	4.51	26.06	23.91		19.87	-16.73	24.81		2.03	2.51	12.07	17.04		2.15	0.43		-27.47	-7.8	-27.47	
GB00BNRRFY34	A3GXNS	SLNC	117455890	CoinShares Physical Staked Solana	2022-03-23	924	2.5315068493150683	Long-only	Jersey	USD	False	False	Accumulating	0.0	Physically backed	235	False		41.05	3.13	8.21	-1.02	-21.41	625.0			1017.39						86.69			7.16			-92.54	-37.54		
