isin	wkn	ticker	valor	name	inception_date	age_in_days	age_in_years	strategy	domicile_country	currency	hedged	securities_lending	dividends	ter	replication	size	is_sustainable	number_of_holdings	yesterday	last_week	last_month	last_three_months	last_six_months	last_year	last_three_years	last_five_years	2023	2022	2021	2020	last_dividends	last_year_dividends	last_year_volatility	last_three_years_volatility	last_five_years_volatility	last_year_return_per_risk	last_three_years_return_per_risk	last_five_years_return_per_risk	max_drawdown	last_year_max_drawdown	last_three_years_max_drawdown	last_five_years_max_drawdown
IE00B9MRJJ36	A1T795	XDGM	22946837	Xtrackers MDAX ESG Screened UCITS ETF 1D	2014-01-09	3919	10.736986301369862	Long-only	Ireland	EUR	False	True	Distributing	0.4	Full replication	72	True	47	-2.3	2.65	4.48	6.44	-1.25	1.6	-23.45	10.88	6.03	-27.76	13.38	17.34	1.79	1.78	15.07	20.12	20.36	0.11	-0.42	0.1	-39.3	-13.62	-39.22	-39.22
IE00BMH5VP31	A2QNSA	3I40	59802473	iShares Edge MSCI World Minimum Volatility ESG UCITS ETF EUR Hedged (Acc)	2021-02-24	1316	3.6054794520547944	Long-only	Ireland	EUR	True	False	Accumulating	0.35	Optimized sampling	72	True	220	14.66	0.92	1.55	7.18	7.35	21.89	17.53		8.73	-11.28					9.7	13.05		2.25	0.42		-18.15	-4.42	-18.15	
IE00BVXC4854	A14SCB	WTDX	28101727	WisdomTree Japan Equity UCITS ETF USD Hedged	2015-05-18	3425	9.383561643835616	Long-only	Ireland	USD	True	False	Distributing	0.48	Optimized sampling	71	True	496	20.4	1.32	-1.22	-9.35	-5.01	17.6	93.46	133.56	35.53	13.08	27.98	-5.91	1.73	2.0	28.0	21.11	20.82	0.63	1.16	0.89	-34.63	-27.7	-27.7	-31.78
IE00BKVL7D31	A2PYV3	MVEE	52292764	iShares Edge MSCI Europe Minimum Volatility ESG UCITS ETF (Acc)	2020-04-17	1629	4.463013698630137	Long-only	Ireland	EUR	False	False	Accumulating	0.25	Optimized sampling	71	True	101	12.55	-0.26	0.0	4.47	6.49	19.91	18.07		12.3	-15.04	23.58				8.65	12.11		2.3	0.47		-20.33	-4.77	-20.33	
IE000XN05VU8	A3DTWE	AUESG	121623695	UBS ETF (IE) MSCI Australia ESG Universal Low Carbon Select UCITS ETF (AUD) A-acc	2023-04-20	531	1.4547945205479451	Long-only	Ireland	AUD	False	False	Accumulating	0.43	Full replication	71	True	50	14.11	0.33	3.65	7.2	7.81	25.65									15.84			1.61			-10.06	-9.52		
IE00BG482169	A2N9VM	PRAC	45137147	Invesco Preferred Shares UCITS ETF A	2018-12-07	2126	5.824657534246575	Long-only	Ireland	USD	False	True	Accumulating	0.5	Full replication	71	False	250	10.72	-0.89	3.05	4.62	2.41	12.83	-0.57	2.71	4.83	-16.69	11.18	-2.68			9.91	13.62	16.71	1.29	-0.01	0.03	-31.13	-6.13	-23.0	-31.13
LU2385068593	DBX0RT	XZEG	114897359	Xtrackers II ESG Global Government Bond UCITS ETF 4D EUR Hedged	2021-12-07	1030	2.8219178082191783	Long-only	Luxembourg	EUR	True	False	Distributing	0.25	Optimized sampling	70	True	1016	1.65	0.34	1.53	4.75	2.94	8.06			3.99	-17.31			2.36	2.49	5.32			1.51			-21.33	-4.42		
LU0446734526	A0X97T	UIMD	10461044	UBS ETF (LU) MSCI Pacific (ex Japan) UCITS ETF (USD) A-dis	2009-10-02	5479	15.01095890410959	Long-only	Luxembourg	USD	False	True	Distributing	0.14	Full replication	70	False	107	13.14	2.57	6.01	9.8	12.49	20.71	19.57	30.52	2.49	-0.28	13.14	-2.64	3.11	3.63	12.85	14.5	17.63	1.61	0.42	0.31	-37.51	-8.29	-16.03	-37.51
IE00BKPTXQ89	A2P4PH	JMLP	56293164	HANetf Alerian Midstream Energy Dividend UCITS ETF	2020-07-27	1528	4.186301369863013	Long-only	Ireland	USD	False	True	Distributing	0.4	Swap based Unfunded	70	False		24.82	0.51	2.04	5.81	11.14	26.26	76.83		9.49	28.13	46.45		4.29	5.17	13.42	18.86		1.87	1.09		-18.14	-5.41	-18.14	
IE00B598DX38	A1C790	DCCHAS	11926022	UBS ETF (IE) Bloomberg Commodity Index SF UCITS ETF (CHF) A-acc	2011-04-06	4928	13.501369863013698	Long-only	Ireland	CHF	True	False	Accumulating	0.19	Swap based	70	False		1.56	3.22	3.79	1.31	5.05	-0.88	15.07	42.58	-6.79	18.38	30.74	-5.13			13.45	19.36	17.87	-0.07	0.25	0.41	-67.71	-10.36	-24.09	-25.66
LU1459801434	A2APAT	TIP1D	33394333	UBS ETF (LU) Bloomberg TIPS 1-10 UCITS ETF (USD) A-dis	2016-09-30	2924	8.01095890410959	Long-only	Luxembourg	USD	False	False	Distributing	0.1	Full replication	70	False	34	5.14	0.75	1.89	1.16	2.77	4.74	7.8	15.11	0.63	-1.66	14.24	-0.88	4.5	4.5	7.11	9.52	8.61	0.67	0.27	0.33	-16.73	-3.04	-14.43	-14.43
DE000ETFL326	ETFL32	EL46		Deka MSCI China ex A Shares UCITS ETF	2010-06-29	5209	14.271232876712329	Long-only	Germany	HKD	False	False	Distributing	0.66	Full replication	70	False	170	28.63	13.66	22.38	18.39	28.07	17.82	-12.94	-3.86	-14.4	-13.18	-22.04	13.79	1.93	2.23	23.67	29.96	28.12	0.75	-0.15	-0.03	-58.55	-20.82	-45.2	-58.55
GB00B15KXX56	A0KRKW	OD7H		WisdomTree Gold	2006-09-27	6580	18.027397260273972	Long-only	Jersey	USD	False	False	Accumulating	0.49	Swap based	70	False		27.34	1.03	6.85	10.49	16.12	35.61	50.06	57.34	7.02	3.73	2.71	9.48			15.07	15.36	16.3	2.36	0.94	0.58	-38.37	-6.2	-13.22	-20.05
IE000FXHG8D6	A3DTKS	T1OD	121258972	Invesco US Treasury Bond 10+ Year UCITS ETF EUR Hedged Dist	2022-10-12	721	1.9753424657534246	Long-only	Ireland	EUR	True	True	Distributing	0.1	Sampling	69	False	86	1.99	0.23	3.14	10.24	5.77	14.18			0.01				4.24	4.64	17.04			0.83			-21.89	-11.69		
DE000A0H08F7	A0H08F	EXV8	12980561	iShares STOXX Europe 600 Construction & Materials UCITS ETF (DE)	2002-07-08	8122	22.252054794520546	Long-only	Germany	EUR	False	False	Distributing	0.46	Full replication	69	False	30	10.04	-0.91	0.57	7.4	2.49	26.9	32.6	69.27	34.28	-19.46	32.25	-1.99	1.64	2.04	14.81	19.14	22.59	1.81	0.51	0.49	-66.59	-8.99	-29.38	-41.79
IE00BZ0PKS76	A14YN9	IBCY	29338410	iShares Edge MSCI USA Multifactor UCITS ETF	2015-09-04	3316	9.084931506849315	Long-only	Ireland	USD	False	True	Accumulating	0.35	Optimized sampling	69	False	200	19.07	0.0	1.06	2.13	5.51	23.81	35.02	75.15	13.0	-10.86	34.74	1.43			13.31	17.86	21.79	1.78	0.59	0.54	-35.67	-8.95	-16.12	-35.67
IE000NVVIF88	A3DUNT	H41E	123262875	HSBC MSCI Emerging Markets Value ESG UCITS ETF USD (Acc)	2022-12-07	665	1.821917808219178	Long-only	Ireland	USD	False	False	Accumulating	0.35	Full replication	69	True	206	16.9	2.52	5.42	3.39	10.09	23.69			12.77						14.62			1.61			-11.17	-11.17		
LU1324516480	A1439J	SBEG	30553590	UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (hedged to GBP) A-dis	2016-04-29	3078	8.432876712328767	Long-only	Luxembourg	GBP	True	False	Distributing	0.28	Sampling	69	False	628	14.01	0.8	4.04	9.67	9.21	24.83	-2.49	3.68	13.02	-25.18	4.15	-2.45	5.67	6.66	9.21	12.71	13.17	2.69	-0.07	0.06	-33.71	-3.26	-32.4	-33.71
LU1169830368	A14MGY	CHUSD	26688823	UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (hedged to USD) A-acc	2020-06-24	1561	4.276712328767124	Long-only	Luxembourg	USD	True	True	Accumulating	0.23	Full replication	69	False	46	13.59	2.91	-0.52	-0.88	4.42	11.89	23.83		6.18	-9.64	34.39				11.74	13.7		1.01	0.54		-13.51	-7.53	-13.51	
LU2675291913	DBX0VE	XMCM	130231921	Xtrackers MSCI Emerging Markets Swap UCITS ETF 1D	2023-10-11	357	0.9780821917808219	Long-only	Luxembourg	USD	False	False	Distributing	0.18	Swap based Unfunded	69	False		15.75	3.14	5.91	4.48	10.37																-10.4			
IE00BCHWNS19	A1W3F8	XUEN	38111358	Xtrackers MSCI USA Energy UCITS ETF 1D	2017-09-12	2577	7.06027397260274	Long-only	Ireland	USD	False	True	Distributing	0.12	Full replication	69	False	28	9.65	1.48	-0.64	-3.38	-4.77	-2.11	91.44	84.77	-5.36	73.95	63.64	-39.98	2.68	2.55	18.7	26.88	36.05	-0.11	0.9	0.36	-65.9	-15.15	-23.6	-59.74
LU2673523218	DBX0VA	XB27	130421175	Xtrackers II Target Maturity Sept 2027 EUR Corporate Bond UCITS ETF 1D	2023-11-08	329	0.9013698630136986	Long-only	Luxembourg	EUR	False	False	Distributing	0.12	Optimized sampling	69	True	371	3.81	0.39	1.28	2.99	3.28																-0.94			
IE00BJXRT813	A2PY32	VALW	56716442	SPDR MSCI World Value UCITS ETF	2020-09-02	1491	4.0849315068493155	Long-only	Ireland	USD	False	True	Accumulating	0.25	Full replication	68	False	346	8.65	-0.24	-0.48	0.17	-0.31	14.24	30.8		18.4	-5.07	29.23				11.83	13.1		1.2	0.71		-13.99	-10.18	-13.99	
IE00BYVHJM24	A2H9EJ	AWESGJ	39475008	UBS ETF (IE) MSCI ACWI ESG Universal UCITS ETF (hedged to JPY) A-acc	2018-03-15	2393	6.556164383561644	Long-only	Ireland	JPY	True	False	Accumulating	0.26	Optimized sampling	68	True	1933	12.75	2.74	3.24	10.41	8.34	23.59	-5.77	23.35	6.91	-25.37	19.71	9.55			13.09	16.67	17.23	1.8	-0.12	0.25	-32.36	-6.64	-32.36	-32.36
LU0259322260	A0MMBG	M9SD	2617084	Market Access NYSE Arca Gold Bugs UCITS ETF	2007-01-11	6474	17.736986301369864	Long-only	Luxembourg	EUR	False	False	Accumulating	0.65	Swap based Unfunded	68	False		33.59	-2.21	3.73	18.56	28.54	50.78	51.16	58.83	2.91	-4.86	-6.83	13.41			33.33	32.55	36.74	1.52	0.45	0.26	-79.53	-18.99	-40.66	-40.66
IE00BL0BMZ89	A2P6EP	VVGM	55781390	VanEck Morningstar Global Wide Moat UCITS ETF	2020-07-07	1548	4.241095890410959	Long-only	Ireland	USD	False	False	Accumulating	0.52	Full replication	67	False	74	15.14	1.52	2.16	9.87	7.37	22.18	22.18		7.07	-5.89	24.01				10.29	14.12		2.15	0.49		-14.53	-5.94	-14.53	
IE00B3Z0X395	A1JJU5	H4Z9	12843012	HSBC MSCI Korea Capped UCITS ETF USD	2011-04-06	4928	13.501369863013698	Long-only	Ireland	USD	False	True	Distributing	0.5	Full replication	67	False	98	-6.94	-0.94	-4.71	-10.19	-9.96	2.66	-14.72	18.68	18.03	-24.88	-0.97	32.69	1.29	1.31	25.54	22.79	25.32	0.1	-0.23	0.14	-42.16	-17.67	-32.19	-39.83
IE0004L9EID2	A3EQAY	INGB	128127684	iShares India INR Government Bond UCITS ETF USD (Dist)	2024-02-08	237	0.6493150684931507	Long-only	Ireland	USD	False	False	Distributing	0.35	Sampling	67	False	30		0.22	1.31	-1.28	1.55																-2.77			
DE000A3GSUD3	A3GSUD	VS0L	113558824	VanEck Solana ETN	2021-09-13	1115	3.0547945205479454	Long-only	Liechtenstein	USD	False	False	Accumulating	1.5	Physically backed	67	False		34.33	1.12	6.35	-2.44	-23.81	592.31	-15.69		993.88	-94.34					94.61	105.3		6.22	-0.05		-96.43	-42.74	-96.43	
LU0292109344	DBX1MR	XMBR	3067317	Xtrackers MSCI Brazil UCITS ETF 1C	2007-06-22	6312	17.293150684931508	Long-only	Luxembourg	USD	False	True	Accumulating	0.25	Full replication	67	False	48	-12.79	0.36	-0.11	4.52	-7.91	-1.61	24.2	-2.6	27.14	20.24	-11.12	-26.36			19.5	26.84	34.75	-0.08	0.28	-0.02	-69.43	-20.85	-28.51	-55.54
IE000MWUQBJ0	A3DN5E	H4ZZ	120091395	HSBC EURO STOXX 50 UCITS ETF EUR (Acc)	2022-06-28	827	2.265753424657534	Long-only	Ireland	EUR	False	True	Accumulating	0.05	Full replication	67	False	50	12.61	0.39	0.05	0.8	-0.39	22.29			22.84						12.88			1.73			-13.71	-9.7		
DE000A0H08G5	A0H08G	EXH2	12980644	iShares STOXX Europe 600 Financial Services UCITS ETF (DE)	2002-07-08	8122	22.252054794520546	Long-only	Germany	EUR	False	False	Distributing	0.46	Full replication	67	False	31	14.84	0.44	1.75	7.36	8.75	31.76	24.66	68.31	29.72	-23.72	26.32	6.57	1.51	1.96	14.33	20.04	22.43	2.21	0.38	0.49	-72.62	-7.65	-31.72	-42.18
IE000XIBT2R7	A3DEWK	LVLE	116822361	Invesco Quantitative Strategies Global Equity Low Volatility Low Carbon UCITS ETF EUR PfHdg Acc	2022-07-19	806	2.208219178082192	Long-only, Active	Ireland	EUR	True	False	Accumulating	0.3	Full replication	67	True	360	17.99	-0.15	0.61	5.47	7.72	25.43			11.87						9.73			2.61			-12.33	-5.97		
IE00BYX5K108	A2AN46	MXUK	34771087	Invesco MSCI Europe ex-UK UCITS ETF	2017-06-07	2674	7.326027397260274	Long-only	Ireland	EUR	False	False	Accumulating	0.2	Swap based Unfunded	67	False		10.67	0.6	-0.8	1.15	2.12	19.11	23.56	54.68	17.82	-12.37	24.7	1.84			10.7	14.83	17.34	1.78	0.49	0.53	-34.46	-7.97	-22.42	-34.46
DE000ETFL193	ETFL19	EL4T		Deka Deutsche Boerse EUROGOV Germany 3-5 UCITS ETF	2009-03-16	5679	15.558904109589042	Long-only	Germany	EUR	False	False	Distributing	0.15	Full replication	67	False	14	1.99	0.32	1.35	3.34	3.05	5.76	-4.78	-6.76	4.14	-9.93	-1.28	-0.07	1.28	1.34	2.81	3.99	3.19	2.04	-0.41	-0.43	-13.9	-2.23	-11.69	-13.7
LU1829220133	LYX00B	LYAC	44036880	Amundi MSCI All Country World UCITS ETF USD Acc	2011-09-05	4776	13.084931506849315	Long-only	Luxembourg	USD	False	False	Accumulating	0.45	Swap based Unfunded	66	False		16.43	-0.16	0.81	1.55	5.25	23.9	29.11	70.63	17.8	-13.45	28.22	6.2			11.18	14.42	17.31	2.13	0.62	0.65	-33.56	-8.82	-16.45	-33.56
IE000T9EOCL3	A3C14G	CBUG	113538925	iShares MSCI World Small Cap ESG Enhanced UCITS ETF USD (Acc)	2021-12-08	1029	2.819178082191781	Long-only	Ireland	USD	False	True	Accumulating	0.35	Optimized sampling	66	True	2240	8.55	0.0	0.64	5.15	1.29	16.92			10.46	-14.04					15.23			1.11			-19.31	-9.43		
IE000LSRKCB4	A3D4V7	SPQB	124251666	Global X S&P 500 Quarterly Buffer UCITS ETF USD Accumulating	2023-02-21	589	1.6136986301369862	Long-only	Ireland	USD	False	False	Accumulating	0.5	Swap based Unfunded	66	False		10.37	0.23	0.88	0.06	4.48	10.09									8.18			1.23			-5.66	-5.66		
LU1737652823	A2H9Q1	10AJ	39557982	Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR EUR (D)	2018-02-06	2430	6.657534246575342	Long-only	Luxembourg	EUR	False	True	Distributing	0.24	Full replication	66	False	358	10.87	0.14	2.43	12.45	9.86	22.5	4.22	5.56	6.02	-20.33	35.56	-16.52	2.71	3.22	13.39	15.07	19.23	1.68	0.09	0.06	-42.92	-6.95	-29.32	-42.92
LU2346257210	LYX9ZQ	HYC	112207137	Amundi EUR High Yield Corporate Bond ESG UCITS ETF Acc	2021-06-22	1198	3.282191780821918	Long-only	Luxembourg	EUR	False	False	Accumulating	0.25	Sampling	66	True	321	5.15	0.2	0.69	3.13	4.19	10.75	1.59		9.73	-11.33					2.15	3.62		4.99	0.15		-16.83	-0.98	-16.33	
LU2611732558	ETF096	C051	130400592	Amundi Euro Stoxx Select Dividend 30 UCITS ETF Dist	2024-03-21	195	0.5342465753424658	Long-only	Luxembourg	EUR	False	False	Distributing	0.25	Full replication	66	False	30		-0.81	-0.11	2.73	3.94																-8.8			
IE00BK6NC514	A2PNZQ	HIHC	48961477	iShares EUR High Yield Corporate Bond UCITS ETF CHF Hedged (Acc)	2019-07-26	1895	5.191780821917808	Long-only	Ireland	CHF	True	True	Accumulating	0.55	Sampling	66	False	624	1.44	0.9	0.36	4.27	6.04	10.2	15.16	21.91	15.9	-5.91	7.4	1.07			6.07	7.01	7.15	1.68	0.69	0.56	-20.87	-5.95	-12.16	-20.87
LU2581375230	DBX0TS	XM1D	125264623	Xtrackers MSCI Japan UCITS ETF 1D	2023-03-08	574	1.5726027397260274	Long-only	Luxembourg	USD	False	True	Distributing	0.12	Full replication	66	False	203	12.13	1.27	-0.38	2.6	-1.24	16.29							2.37	2.68	23.98			0.68			-17.54	-17.54		
IE000KJVA5F6	A3ETWD	HIGG	129185988	iShares EUR High Yield Corporate Bond UCITS ETF GBP Hedged (Dist)	2023-09-20	378	1.0356164383561643	Long-only	Ireland	GBP	True	True	Distributing	0.55	Sampling	66	False	624	7.7	0.8	-0.47	2.43	4.28	12.93							2.65	2.91	5.97			2.16			-3.3	-3.3		
IE00B449XP68	A0YHMR	SML0	10854855	Invesco US Consumer Discretionary Sector UCITS ETF	2009-12-16	5404	14.805479452054794	Long-only	Ireland	USD	False	False	Accumulating	0.14	Swap based Unfunded	65	False		10.2	-1.01	5.91	5.62	5.15	17.55	20.74	70.47	33.6	-29.72	39.81	15.65			18.16	24.86	25.69	0.96	0.26	0.44	-35.99	-12.62	-33.36	-35.99
LU1829218822	LYX0Z3	LYBF	42764457	Amundi EUR Corporate Bond ex-Financials ESG UCITS ETF Acc	2009-11-04	5446	14.92054794520548	Long-only	Luxembourg	EUR	False	False	Accumulating	0.14	Sampling	65	True	697	3.16	0.51	1.68	3.92	3.06	9.08	-5.83	-4.75	7.34	-14.21	-1.65	2.97			3.88	5.38	5.25	2.33	-0.37	-0.18	-17.65	-1.96	-16.69	-17.65
IE00BWT3KN65	A14Y6W	UBUX	29317395	UBS ETF (IE) Factor MSCI USA Quality ESG UCITS ETF (hedged to EUR) A-acc	2015-12-10	3219	8.819178082191781	Long-only	Ireland	EUR	True	False	Accumulating	0.28	Full replication	65	True	101	18.16	-1.0	-0.24	1.77	6.93	32.96	26.98	94.52	31.62	-25.76	26.32	19.53			15.87	21.57	23.17	2.07	0.38	0.61	-32.63	-10.08	-32.63	-32.63
LU2697596745	A4004T	BJLN	131373120	BNP Paribas Easy Sustainable EUR Corporate Bond UCITS ETF Capitalisation	2024-01-11	265	0.726027397260274	Long-only, Active	Luxembourg	EUR	False	False	Accumulating	0.25	Full replication	65	True	444		0.48	1.65	3.86	3.35																-1.28			
DE000A0F5UE8	A0F5UE	EXXU	2495878	iShares Dow Jones China Offshore 50 UCITS ETF (DE)	2006-03-27	6764	18.53150684931507	Long-only	Germany	USD	False	False	Distributing	0.61	Full replication	65	False	50	27.21	12.3	23.56	18.99	28.8	18.3	-10.99	-2.6	-12.1	-14.05	-22.84	15.85	1.91	2.2	23.28	30.02	28.23	0.78	-0.13	-0.02	-67.42	-18.71	-44.71	-58.57
IE00BF540Z61	A2JEMG	GFEA	40992308	VanEck Global Fallen Angel High Yield Bond UCITS ETF	2018-03-19	2389	6.545205479452055	Long-only	Ireland	USD	False	False	Accumulating	0.4	Sampling	65	False	296	7.62	0.53	1.66	2.83	3.57	11.77	8.83	27.16	6.81	-7.58	11.34	6.58			5.35	7.33	7.91	2.2	0.39	0.62	-19.07	-1.88	-10.28	-19.07
IE00BF0BCP69	A2DQ7M	ETLF	37470964	L&G All Commodities UCITS ETF	2017-07-11	2640	7.232876712328767	Long-only	Ireland	USD	False	False	Accumulating	0.15	Swap based Unfunded	65	False		6.1	1.36	5.66	-2.08	1.76	-3.05	16.41	42.54	-11.33	23.06	37.47	-11.43			12.26	17.46	16.8	-0.25	0.3	0.44	-28.21	-13.25	-27.07	-27.07
LU1834987973	LYX02M	LIRU	45471785	Amundi STOXX Europe 600 Insurance UCITS ETF Acc	2006-08-18	6620	18.136986301369863	Long-only	Luxembourg	EUR	False	False	Accumulating	0.3	Swap based Unfunded	65	False		20.91	-0.9	2.18	7.01	8.9	28.14	49.89	64.33	13.19	3.2	19.85	-10.0			11.95	16.48	22.73	2.35	0.88	0.46	-73.64	-6.6	-18.38	-46.69
LU0838780707	DBX0NF	XDUK	20029220	Xtrackers FTSE 100 UCITS ETF 1C	2012-11-28	4326	11.852054794520548	Long-only	Luxembourg	GBP	False	True	Accumulating	0.09	Full replication	65	False	100	15.1	0.0	0.0	4.21	8.8	17.16	35.09	43.3	9.98	-0.91	26.5	-16.36			10.48	13.81	18.95	1.63	0.76	0.39	-39.76	-5.97	-15.37	-39.76
LU1600334798	A2DQDG	UIMF	36465638	UBS ETF (LU) MSCI Europe UCITS ETF (hedged to EUR) A-acc	2017-06-21	2660	7.287671232876712	Long-only	Luxembourg	EUR	True	True	Accumulating	0.13	Full replication	64	False	419	10.75	0.19	-1.12	0.7	2.12	17.04	23.89	46.27	14.46	-8.68	22.52	-2.19			10.1	13.84	16.75	1.68	0.53	0.47	-33.08	-7.2	-19.15	-33.08
LU1130156323	A12D6K	UC87	25874916	UBS ETF (LU) MSCI Canada UCITS ETF (hedged to GBP) A-acc	2015-02-27	3505	9.602739726027398	Long-only	Luxembourg	GBP	True	True	Accumulating	0.36	Full replication	64	False	88	21.53	1.14	4.8	11.65	12.07	32.67	29.19	68.82	14.05	-12.44	33.27	-2.2			11.47	14.45	20.46	2.84	0.62	0.54	-44.28	-6.98	-22.52	-44.28
IE00BMVB5K07	A2P7TN	V20A	56192417	Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating	2020-12-08	1394	3.819178082191781	Long-only, Active	Ireland	EUR	False	False	Accumulating	0.25	Full replication	64	False	14545	5.94	0.37	1.61	4.59	4.76	12.57	-3.03		7.29	-15.68	2.47				4.56	5.61		2.75	-0.18		-17.66	-2.5	-17.66	
IE00B3Y8D011	A1C1G8	XS7W	12224502	Xtrackers Portfolio Income UCITS ETF 1D	2011-02-04	4989	13.668493150684931	Long-only, Active	Ireland	EUR	False	True	Distributing	0.65	Full replication	64	False	10132	6.62	0.22	0.98	2.85	3.72	11.51	2.89	12.62	8.01	-12.32	7.59	2.1	0.0	0.0	3.72	5.88	8.72	3.08	0.16	0.28	-17.03	-2.2	-14.46	-17.03
IE00BYV1YF22	A2DWQ1	FGQP	38049385	Fidelity Global Quality Income UCITS ETF (GBP Hedged)	2017-11-29	2499	6.846575342465753	Long-only	Ireland	GBP	True	False	Distributing	0.45	Full replication	64	False	226	18.82	-0.5	1.22	5.53	9.69	30.09	35.18	80.62	19.79	-15.12	33.11	-0.86	2.15	2.73	12.78	17.07	20.76	2.35	0.62	0.6	-42.26	-10.26	-23.89	-42.26
FR0011857234	LYX0R1	MD4X	24354162	Amundi MDAX UCITS ETF Dist	2014-05-15	3793	10.391780821917807	Long-only	France	EUR	False	False	Distributing	0.2	Swap based Unfunded	64	False		-1.54	2.67	4.16	5.98	-1.23	2.44	-22.07	2.94	7.86	-28.65	13.54	8.37	1.97	1.98	14.83	19.63	20.28	0.16	-0.41	0.03	-40.03	-12.97	-39.89	-40.03
IE00BYTRRG40	A2AGZ4	SS45	30773786	SPDR MSCI World Telecommunications UCITS ETF	2016-04-29	3078	8.432876712328767	Long-only	Ireland	USD	False	True	Accumulating	0.3	Full replication	64	False	73	24.08	0.42	2.98	-0.87	7.42	32.18	16.14	71.48	40.55	-32.95	23.8	12.36			16.6	21.28	21.66	1.93	0.24	0.53	-36.87	-11.55	-36.82	-36.87
DE000ETF9603	ETF960	E960	40027001	Amundi STOXX Europe 600 ESG II UCITS ETF Dist	2018-01-29	2438	6.67945205479452	Long-only	Germany	EUR	False	False	Distributing	0.19	Full replication	64	True	478	8.77	0.55	-0.57	-0.79	1.07	15.85	22.19	49.15	16.66	-11.52	25.08	-1.71	0.0	0.0	10.86	14.36	17.28	1.46	0.48	0.48	-34.98	-9.2	-20.95	-34.98
IE00BMDH1538	A2QMWR	HDR0	110644309	VanEck Hydrogen Economy UCITS ETF	2021-03-26	1286	3.5232876712328767	Long-only	Ireland	USD	False	False	Accumulating	0.55	Full replication	64	True	24	-24.69	2.08	1.12	-5.26	-18.31	-32.5	-62.58		-27.21	-34.98					29.37	32.64		-1.1	-0.86		-73.49	-37.0	-73.49	
LU2089238112	A2PWMJ	PRAZ	51509293	Amundi Prime Eurozone UCITS ETF DR (C)	2020-01-15	1722	4.717808219178083	Long-only	Luxembourg	EUR	False	True	Accumulating	0.05	Full replication	64	False	190	11.2	0.5	0.07	1.3	0.43	20.18	24.68		20.09	-12.01	25.57				11.91	16.44		1.69	0.46		-39.21	-9.56	-24.27	
LU1931974262	A2PBLF	PR1E	45676817	Amundi Prime Europe UCITS ETF DR (D)	2019-01-30	2072	5.676712328767123	Long-only	Luxembourg	EUR	False	True	Distributing	0.05	Full replication	63	False	410	12.03	0.54	-0.53	1.84	3.5	19.41	27.21	53.59	16.24	-9.54	25.76	-3.46	2.61	3.03	10.47	14.13	17.35	1.85	0.59	0.52	-35.43	-7.24	-19.63	-35.43
IE00B23LNQ02	A0M2EN	PSWD	3595652	Invesco FTSE RAFI All World 3000 UCITS ETF	2007-12-03	6148	16.843835616438355	Long-only	Ireland	USD	False	False	Distributing	0.39	Optimized sampling	63	False	1200	14.46	1.01	1.6	3.89	4.39	20.6	33.95	68.03	12.26	-3.02	31.14	-3.06	2.26	2.66	10.27	12.92	17.1	2.0	0.79	0.64	-66.44	-7.84	-11.24	-36.53
DE000ETF9033	ETF903	E903	30297094	Amundi DivDAX II UCITS ETF Dist	2015-10-30	3260	8.931506849315069	Long-only	Germany	EUR	False	False	Distributing	0.25	Full replication	63	False	15	4.61	0.82	1.3	-0.83	-3.49	9.11	11.56	36.93	17.11	-10.92	13.56	1.68	0.0	0.0	13.33	17.73	21.73	0.68	0.21	0.3	-41.58	-14.35	-25.55	-41.58
LU2095995895	A2PYAK	JC11	52004261	UBS ETF (LU) J.P. Morgan CNY China Government 1-10 Year Bond UCITS ETF (USD) A-acc	2020-03-31	1646	4.50958904109589	Long-only	Luxembourg	USD	False	False	Accumulating	0.33	Full replication	63	False	149	4.25	0.26	1.05	1.23	2.58	3.59	7.15		-2.21	0.0	16.1				5.28	6.91		0.68	0.34		-15.98	-2.5	-14.03	
LU1349386927	DBX0QB	XDDA	118011363	Xtrackers DAX UCITS ETF 1D	2022-04-08	908	2.4876712328767123	Long-only	Luxembourg	EUR	False	True	Distributing	0.09	Full replication	63	False	40	13.93	1.04	1.51	4.86	3.29	24.03			19.67				2.48	2.99	11.71			2.05			-18.36	-8.28		
IE00BLRPQL76	A2QFVU	DRGN	58799648	L&G China CNY Bond UCITS ETF USD Dist	2020-12-03	1399	3.8328767123287673	Long-only	Ireland	USD	False	False	Distributing	0.3	Full replication	63	False	164	4.03	0.0	0.79	0.91	2.17	3.79	6.98		-2.12	0.05	16.16		2.32	2.36	5.37	6.98		0.7	0.33		-14.08	-2.59	-14.08	
LU1681046857	A2H58F	X1GD	38785049	Amundi Government Bond Lowest Rated Euro Investment Grade UCITS ETF EUR (D)	2015-11-03	3256	8.92054794520548	Long-only	Luxembourg	EUR	False	True	Distributing	0.14	Sampling	63	False	207	3.75	0.81	2.19	5.48	3.83	11.48	-10.02	-9.69	7.84	-18.58	-3.64	5.61	2.13	2.32	5.52	7.44	6.57	2.07	-0.46	-0.31	-22.35	-3.09	-20.75	-22.35
